label_bias,words,label_opinion,group_id,text
Non-biased,Congress created,Entirely factual,15,Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.
Non-biased,crisis ,Entirely factual,15,Rep. Andy Barr (R-KY) said at a House Financial Services Committee hearing on Tuesday that Congress created the $1.5 trillion student loan debt crisis affecting 45 million Americans.
Biased,Extreme,,,
Biased,Extreme,,,
Biased,Extreme ,Somewhat factual but also opinionated,71,Extreme gun advocacy group called Rocky Mountain Gun Owners cares more about fear-based fundraising and the money it generates than the policies they claim that money supports.
Biased,Extreme,,,
Biased,fear-based ,Expresses writer’s opinion,71,Extreme gun advocacy group called Rocky Mountain Gun Owners cares more about fear-based fundraising and the money it generates than the policies they claim that money supports.
Biased,fundraising ,Expresses writer’s opinion,71,Extreme gun advocacy group called Rocky Mountain Gun Owners cares more about fear-based fundraising and the money it generates than the policies they claim that money supports.
Biased,Extreme,,,
Biased,Extreme,,,
Non-biased,,Expresses writer’s opinion,71,Extreme gun advocacy group called Rocky Mountain Gun Owners cares more about fear-based fundraising and the money it generates than the policies they claim that money supports.
Biased,Extreme,,,
Biased,400 wom,,,
Non-biased,,Expresses writer’s opinion,20,More than 400 women have applied to attend a candidate training session this weekend in Washington hosted by Emily’s List
Biased,Emily’s List,,,
Non-biased,,Somewhat factual but also opinionated,20,More than 400 women have applied to attend a candidate training session this weekend in Washington hosted by Emily’s List
Biased,support abortion,Somewhat factual but also opinionated,20,More than 400 women have applied to attend a candidate training session this weekend in Washington hosted by Emily’s List
Non-biased,,Entirely factual,20,More than 400 women have applied to attend a candidate training session this weekend in Washington hosted by Emily’s List
Non-biased,,Entirely factual,20,More than 400 women have applied to attend a candidate training session this weekend in Washington hosted by Emily’s List
Biased,abortion,Entirely factual,20,More than 400 women have applied to attend a candidate training session this weekend in Washington hosted by Emily’s List
Non-biased,abortion rights,Somewhat factual but also opinionated,20,More than 400 women have applied to attend a candidate training session this weekend in Washington hosted by Emily’s List
Non-biased,,Entirely factual,20,More than 400 women have applied to attend a candidate training session this weekend in Washington hosted by Emily’s List
Non-biased,,Entirely factual,20,More than 400 women have applied to attend a candidate training session this weekend in Washington hosted by Emily’s List
Biased,kept it up,,,
Non-biased,ludicrous,,,
Biased,stunt that outraged,Expresses writer’s opinion,72,Trump has kept it up ever since
Biased,instructing,,,
Biased,ludicrous ,Somewhat factual but also opinionated,72,Trump has kept it up ever since
Biased,ludicrous,,,
Biased,ludicrous,,,
Biased,ludicrous,Expresses writer’s opinion,72,Trump has kept it up ever since
Non-biased,,Entirely factual,72,Trump has kept it up ever since
Non-biased,peaceful protesters,,,
Biased,ravaged,Entirely factual,7,Australian Prime Minister Scott Morrison defended his leadership and his government's record on climate change Sunday as milder temperatures brought hope of a respite from wildfires that have ravaged three states
Non-biased,,Entirely factual,7,Australian Prime Minister Scott Morrison defended his leadership and his government's record on climate change Sunday as milder temperatures brought hope of a respite from wildfires that have ravaged three states
Non-biased,defended,Entirely factual,7,Australian Prime Minister Scott Morrison defended his leadership and his government's record on climate change Sunday as milder temperatures brought hope of a respite from wildfires that have ravaged three states
Non-biased,defended,Entirely factual,7,Australian Prime Minister Scott Morrison defended his leadership and his government's record on climate change Sunday as milder temperatures brought hope of a respite from wildfires that have ravaged three states
Non-biased,ravaged ,Entirely factual,7,Australian Prime Minister Scott Morrison defended his leadership and his government's record on climate change Sunday as milder temperatures brought hope of a respite from wildfires that have ravaged three states
Biased,defended his leadership,Somewhat factual but also opinionated,7,Australian Prime Minister Scott Morrison defended his leadership and his government's record on climate change Sunday as milder temperatures brought hope of a respite from wildfires that have ravaged three states
Non-biased,ravaged,,,
Biased,defended ,Somewhat factual but also opinionated,7,Australian Prime Minister Scott Morrison defended his leadership and his government's record on climate change Sunday as milder temperatures brought hope of a respite from wildfires that have ravaged three states
Biased,ravaged ,Entirely factual,7,Australian Prime Minister Scott Morrison defended his leadership and his government's record on climate change Sunday as milder temperatures brought hope of a respite from wildfires that have ravaged three states
Non-biased,milder,,,
Non-biased,,Entirely factual,66,At the dawn of the year 2010
Non-biased,,Expresses writer’s opinion,66,At the dawn of the year 2010
Non-biased,few Americans could predict,,,
Non-biased,,Entirely factual,66,At the dawn of the year 2010
Biased,revolutionize,Expresses writer’s opinion,66,At the dawn of the year 2010
Non-biased,,Entirely factual,66,At the dawn of the year 2010
Non-biased,predict,Somewhat factual but also opinionated,66,At the dawn of the year 2010
Non-biased,,Entirely factual,66,At the dawn of the year 2010
Biased,revolutionize ,Somewhat factual but also opinionated,66,At the dawn of the year 2010
Biased,bisexual,Expresses writer’s opinion,66,At the dawn of the year 2010
Biased, tax on wealth,Somewhat factual but also opinionated,65,If the Massachusetts Democrat’s proposal were to become law
Biased,Democrat’s,,,
Non-biased,,Entirely factual,65,If the Massachusetts Democrat’s proposal were to become law
Non-biased,,Entirely factual,65,If the Massachusetts Democrat’s proposal were to become law
Biased,thanks,Somewhat factual but also opinionated,65,If the Massachusetts Democrat’s proposal were to become law
Biased,tax,,,
Non-biased,tax,,,
Non-biased,almost certainly,Somewhat factual but also opinionated,65,If the Massachusetts Democrat’s proposal were to become law
Non-biased,,Entirely factual,65,If the Massachusetts Democrat’s proposal were to become law
Non-biased,opposed ,Entirely factual,65,If the Massachusetts Democrat’s proposal were to become law
Non-biased,,Entirely factual,59,A second patient
Biased,obese,Entirely factual,59,A second patient
Non-biased,suffered ,Entirely factual,59,A second patient
Non-biased,,Entirely factual,59,A second patient
Non-biased,died of a cardiac arrest,Entirely factual,59,A second patient
Biased,a 58-year-old obese w,Entirely factual,59,A second patient
Non-biased,,Entirely factual,59,A second patient
Non-biased,,Entirely factual,59,A second patient
Non-biased,eventually,Entirely factual,59,A second patient
Biased,arterial,,,
Non-biased,,Entirely factual,24,Four states will hold their primary contests on Tuesday night
Biased,Wuhan virus,Somewhat factual but also opinionated,24,Four states will hold their primary contests on Tuesday night
Non-biased,contests,,,
Biased,Georgia,,,
Biased,Wuhan ,Somewhat factual but also opinionated,24,Four states will hold their primary contests on Tuesday night
Non-biased,,Entirely factual,24,Four states will hold their primary contests on Tuesday night
Biased,Wuhan virus,Expresses writer’s opinion,24,Four states will hold their primary contests on Tuesday night
Non-biased,,Entirely factual,24,Four states will hold their primary contests on Tuesday night
Non-biased,,Entirely factual,24,Four states will hold their primary contests on Tuesday night
Biased,Wuhan,Somewhat factual but also opinionated,24,Four states will hold their primary contests on Tuesday night
Non-biased,,Entirely factual,36,While each sport has its own rules with regards to religious headwear
Biased,litany of obstacles,Somewhat factual but also opinionated,36,While each sport has its own rules with regards to religious headwear
Biased,headwear,,,
Biased,religious ,Expresses writer’s opinion,36,While each sport has its own rules with regards to religious headwear
Non-biased,religious,,,
Biased,faced,Expresses writer’s opinion,36,While each sport has its own rules with regards to religious headwear
Biased,litany of obstacles,,,
Non-biased,,Entirely factual,36,While each sport has its own rules with regards to religious headwear
Biased,hijab,Entirely factual,36,While each sport has its own rules with regards to religious headwear
Biased,litany of obstacles,Expresses writer’s opinion,36,While each sport has its own rules with regards to religious headwear
Biased,regime ,Somewhat factual but also opinionated,51,At the World Economic Forum in the Swiss Alps
